ident,type,name,iso_country,iata_code,icao_code
SDAM,small_airport,Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport,BR,,SDAM
SDCG,small_airport,Senadora Eunice Micheles Airport,BR,OLC,SDCG
SDCO,small_airport,Sorocaba Airport,BR,SOD,SDCO
SDIM,small_airport,Itanhaém Airport,BR,JTN,
SDIY,medium_airport,João Durval Carneiro Airport,BR,FEC,
SDJL,small_airport,Jales Airport,BR,JLS,SDJL
SDLO,small_airport,Fábio Perini Airport,BR,PBA,
SDMC,small_airport,Maricá Airport,BR,JMR,
SDNM,small_airport,Brigadeiro Eduardo Gomes Airport,BR,NVM,
SDOU,small_airport,Jornalista Benedito Pimentel Airport,BR,OUS,SDOU
SDOW,small_airport,Ourilândia do Norte Airport,BR,OIA,SDOW
SDRS,small_airport,Resende Airport,BR,REZ,SDRS
SDSC,small_airport,Mário Pereira Lopes–São Carlos International Airport,BR,QSC,SDSC
SDTK,small_airport,Paraty Airport,BR,JPY,
SDUB,small_airport,Ubatuba Gastão Madeira State Airport,BR,UBT,SDUB
SDUN,small_airport,Itaperuna Airport,BR,ITP,SDUN
SDVG,small_airport,Domingos Pignatari Airport,BR,VOT,SDVG
SDZG,small_airport,Pedro Teixeira Castelo Airport,BR,JTA,
SE-0009,small_airport,Långtora Airfield,SE,,ESVL
SE-0019,heliport,Karolinska University Hospital Heliport,SE,,ESHK
SE-0088,small_airport,Hudiksvall Airport,SE,HUV,ESNH
SE06,heliport,Palobamba Heliport,EC,,SEZB
SEAB,small_airport,Mar Abierto Airport,EC,,SEAB
SEAC,small_airport,Acado Airport,EC,,SEAC
SEAD,small_airport,Paandin Airport,EC,,SEAD
SEAH,small_airport,Achuentza Airport,EC,,SEAH
SEAJ,small_airport,San Alejandro Airport,EC,,SEAJ
SEAL,small_airport,Algarrobo Airstrip,EC,,SEAL
SEAM,medium_airport,Chachoán Regional Airport,EC,ATF,SEAM
SEAO,small_airport,Agromarina Airstrip,EC,,SEAO
SEAQ,small_airport,Aquapesca Airstrip,EC,,SEAQ
SEAU,small_airport,Chau Airstrip,EC,,SEAU
SEAX,small_airport,Mashumarentza Military Airstrip,EC,,SEAX
SEAY,small_airport,Ayangue Airport,EC,,SEAY
SEAZ,small_airport,Costa Azul Airstrip,EC,,SEAZ
SECO,medium_airport,Francisco De Orellana Airport,EC,OCC,SECO
SECU,medium_airport,Mariscal Lamar Airport,EC,CUE,SECU
SEGS,medium_airport,Seymour Galapagos Ecological Airport,EC,GPS,SEGS
SEGU,large_airport,José Joaquín de Olmedo International Airport,EC,GYE,SEGU
SEII,small_airport,General Villamil Airport,EC,IBB,SEII
SEJD,medium_airport,Jumandy Airport,EC,TNW,SEJD
SEJI,small_airport,Jipijapa Airport,EC,JIP,SEJI
SEKM,small_airport,KM 35 Airport,EC,,SEKM
SELT,medium_airport,Cotopaxi International Airport,EC,LTX,
SEMA,medium_airport,Jose Maria Velasco Ibarra Airport,EC,MRR,SEMA
SEMC,medium_airport,Coronel E Carvajal Airport,EC,XMS,SEMC
SEMK,small_airport,Maki Airstrip,EC,,SEMK
SEMT,medium_airport,Eloy Alfaro International Airport,EC,MEC,SEMT
SENL,small_airport,Nueva Loja Airport,EC,LGQ,SENL
SEPT,small_airport,Putumayo Airport,EC,PYO,SEPT
SEPV,medium_airport,Reales Tamarindos Airport,EC,PVO,SEPV
SEQM,large_airport,Mariscal Sucre International Airport,EC,UIO,SEQM
SERO,medium_airport,Santa Rosa - Artillery Colonel Victor Larrea International Airport,EC,ETR,SERO
SESA,large_airport,General Ulpiano Paez International Airport,EC,SNC,SESA
SESC,small_airport,Sucúa Airport,EC,SUQ,SESC
SESM,small_airport,Rio Amazonas Airport,EC,PTZ,SESM
SEST,small_airport,San Cristóbal Airport,EC,SCY,SEST
SESV,small_airport,Los Perales Airport,EC,BHA,SESV
SETH,small_airport,Taisha Airport,EC,TSC,SETH
SETI,small_airport,Tiputini Airport,EC,TPN,SETI
SETM,small_airport,Ciudad de Catamayo Airport,EC,LOH,
SETN,large_airport,Carlos Concha Torres International Airport,EC,ESM,SETN
SETR,medium_airport,Tarapoa Airport,EC,TPC,SETR
SETU,medium_airport,Lieutenant Colonel Luis A. Mantilla International Airport,EC,TUA,SETU
SEZA,small_airport,Pampantza Airstrip,EC,,SEZA
SEZD,heliport,Luz de Mar Heliport,EC,,SEZD
SEZE,small_airport,Tzapapentza Airstrip,EC,,SEZE
SEZI,small_airport,Imatiño Airstrip,EC,,SEZI
SEZK,small_airport,Karakam Airstrip,EC,,SEZK
SEZM,small_airport,Tamantza Airstrip,EC,,SEZM
SEZN,small_airport,Tzapino Airstrip,EC,,SEZN
SEZR,small_airport,Surik Nuevo Airstrip,EC,,SEZR
SFAL,small_airport,Port Stanley Airport,FK,PSY,SFAL
SGAS,large_airport,Silvio Pettirossi International Airport,PY,ASU,SGAS
SGAY,medium_airport,Aeropuerto Nacional Juan de Ayolas,PY,AYO,SGAY
SGBN,small_airport,Bahía Negra Airport,PY,BFA,SGBN
SGCO,medium_airport,Lieutenant Colonel Carmelo Peralta National Airport,PY,CIO,SGCO
SGEN,large_airport,Teniente Ramon A. Ayub Gonzalez International Airport,PY,ENO,SGEN
SGES,large_airport,Guaraní International Airport,PY,AGT,SGES
SGFI,small_airport,Aeródromo de Filadelfia,PY,FLM,SGFI
SGIB,medium_airport,Itaipú Airport,PY,,SGIB
SGME,medium_airport,Dr. Luis María Argaña International Airport,PY,ESG,SGME
SGOL,small_airport,Aeródromo de Fuerte,PY,OLK,SGOL
SGPI,medium_airport,Aeródromo Don Carlos Miguel Gimenez,PY,PIL,SGPI
SGPJ,medium_airport,Aeropuerto Nacional Dr. Augusto Roberto Fuster,PY,PJC,SGPJ
SHAB,heliport,Aguas Blancas Heliport,CL,,SHAB
SHAC,heliport,ACHS Worker's Hospital Helipad,CL,,SHAC
SHAG,heliport,Anguila 1 Heliport,CL,,SHAG
SHAL,heliport,Los Paltos Heliport,CL,,SHAL
SHAP,heliport,Dr. Alejandro del Río Public Assistance Hospital Helipad,CL,,SHAP
SHAT,heliport,Atmosphere Helideck,CL,,SHAT
SHAU,heliport,Santa Rosa Heliport,CL,,SHAU
SHAV,heliport,Alta Vista Heliport,CL,,SHAV
SHCM,heliport,Corporativo Mutual Heliport,CL,,SHCM
SHHN,heliport,Admiral Nef Naval Hospital Heliport,CL,,SHHN
SHIC,heliport,Curicó Provincial Hospital Helistop,CL,,SHIC
SHJN,heliport,"Dr. Juan Noé Crevani, Arica Regional Hospital Helipad",CL,,SHJN
SHJO,heliport,San José Hospital Helipad,CL,,SHJO
SHLJ,heliport,Los Junquillos Heliport,CL,,SHLJ
SHMM,heliport,Marga Marga Hospital Helistop,CL,,SHMM
SHNB,heliport,Ñuble Regional Hospital Helistop,CL,,SHNB
SHOH,heliport,Military School Heliport,CL,,SHOH
SHOR,heliport,Isidora el Bosque Building Helistop,CL,,SHOR
SHPH,heliport,Santa Teresa Heliport,CL,,SHPH
SHSG,heliport,San Gregorio Heliport,CL,,SHSG
SHST,heliport,Santiago Heliport,CL,,SHSH
SHTC,heliport,Edificio Corporativo CTC Heliport,CL,,SHTC
SHTL,heliport,Torre Ligure Helipad,CL,,SHTL
SHVE,heliport,Valle Escondido Heliport,CL,,SHVE
SHVI,heliport,Villarica Park Lake Heliport,CL,,SHVI
SHVN,heliport,Vía Naranja Heliport,CL,,SHVN
SHWT,heliport,World Trade Center Heliport,CL,,SHWT
SHXE,heliport,ETXEA Helistop,CL,,SHXE
SHYA,heliport,Sumaya Heliport,CL,,SHYA
SIC,small_airport,San José Island Airport,PA,SIC,
SIJY,small_airport,Campo Comandantes Airport,BR,ITJ,
SILC,small_airport,Municipal Bom Futuro Airport,BR,LVR,SILC
SILT,small_airport,Santa Fé do Sul Airport,BR,SFV,
SIMK,small_airport,Tenente Lund Pressoto Airport,BR,FRC,SIMK
SIRI,small_airport,Barra Grande Airport,BR,MUU,
SIZX,small_airport,Inácio Luís do Nascimento Airport,BR,JUA,SIZX
SJF,seaplane_base,Cruz Bay Seaplane Base,VI,SJF,
SJHG,small_airport,Confresa Airport,BR,CFO,
SJNP,small_airport,Novo Progresso Airport,BR,NPR,SJNP
SJOG,small_airport,Ariquemes Airport,BR,AQM,
SJOH,small_airport,Juruti Airport,BR,JRT,
SJOY,small_airport,Jorge Luiz Stocco Airport,BR,,SJOY
SJRG,small_airport,Rio Grande Regional Airport,BR,RIG,
SJVO,small_airport,Aragarças Airport,BR,ARS,
SK-0001,small_airport,Dobra Niva airfield,SK,,LZDN
SK-0003,small_airport,Dunajská Streda-Malé Blahovo Airfield,SK,,LZDU
SK-002,small_airport,El Encanto Airport,CO,ECO,
SK-003,small_airport,Miriti Parana Airport,CO,MIX,
SK-005,small_airport,Arboletes Airport,CO,ARO,
SK-0072,small_airport,Komoča ULM,SK,,LZKA
SK-012,small_airport,Mulatos Airport,CO,ULS,
SK-020,small_airport,San Juan De Uraba Airport,CO,SJR,
SK-021,small_airport,San Pedro Airport,CO,NPU,
SK-045,small_airport,Puerto Rico Airport,CO,PCC,
SK-046,small_airport,Solano Airport,CO,SQF,
SK-047,small_airport,Yari Airport,CO,AYI,
SK-059,small_airport,Currillo Airport,CO,CUI,
SK-109,small_airport,Monterrey Airport,CO,MOY,
SK-110,small_airport,Nunchia Airport,CO,NUH,
SK-115,small_airport,Paratebueno Airport,CO,EUO,
SK-116,small_airport,Pore Airport,CO,PRE,
SK-120,small_airport,San Luis De Palenque Airport,CO,SQE,
SK-129,small_airport,Tablón De Tamara Airport,CO,TTM,
SK-140,small_airport,Lopez de Micay Airport,CO,LMX,
SK-144,small_airport,Ayacucho Airport,CO,AYC,
SK-160,small_airport,Gamarra Airport,CO,GRA,
SK-174,small_airport,Las Flores Airport,CO,DZI,
SK-183,small_airport,San Juan Del César Airport,CO,SJH,
SK-195,small_airport,Pizarro Airport,CO,PZR,
SK-197,small_airport,Unguía Airport,CO,UNC,
SK-198,small_airport,Ayapel Airport,CO,AYA,
SK-207,small_airport,Santa Catalina Airport,CO,SCA,
SK-217,small_airport,Medina Airport,CO,MND,
SK-223,small_airport,Macanal Airport,CO,NAD,
SK-236,small_airport,Guacamayas Airport,CO,GCA,
SK-245,small_airport,Santana Ramos Airport,CO,SRO,
SK-256,small_airport,Chivolo Airport,CO,IVO,
SK-261,small_airport,Guamal Airport,CO,GAA,
SK-272,small_airport,Barranca De Upia Airport,CO,BAC,
SK-275,small_airport,Candilejas Airport,CO,CJD,
SK-277,small_airport,Caquetania Airport,CO,CQT,
SK-284,small_airport,El Recreo Airport,CO,ELJ,
SK-327,small_airport,Morelia Airport,CO,MSK,
SK-348,small_airport,Solita Airport,CO,SOH,
SK-365,small_airport,Mosquera Airport,CO,MQR,
SK-366,small_airport,Payán Airport,CO,PYN,
SK-367,small_airport,Santa Bárbara Airport,CO,ISD,
SK-392,small_airport,Zapatoca Airport,CO,AZT,
SK-422,small_airport,Herrera Airport,CO,HRR,
SK-434,small_airport,Planadas Airport,CO,PLA,
SK-442,small_airport,Santa Ana Airport,CO,SQB,
SK-471,small_airport,Acaricuara Airport,CO,ARF,
SK-481,small_airport,Monfort Airport,CO,MFB,
SK-482,small_airport,Morichal Airport,CO,MHF,
SK-510,small_airport,Yavarate Airport,CO,VAB,
SK-511,small_airport,Casuarito Airport,CO,CSR,
SK-518,small_airport,Guerima Airport,CO,GMC,
SKAC,small_airport,Araracuara Airport,CO,ACR,SKAC
SKAD,small_airport,Alcides Fernández Airport,CO,ACD,SKAD
SKAG,small_airport,Hacaritama Airport,CO,HAY,SKAG
SKAM,small_airport,Amalfi Airport,CO,AFI,SKAM
SKAP,medium_airport,Gomez Nino Apiay Air Base,CO,API,SKAP
SKAR,medium_airport,El Eden Airport,CO,AXM,SKAR
SKAS,medium_airport,Tres De Mayo Airport,CO,PUU,SKAS
SKAT,small_airport,El Troncal Airport,CO,ARQ,SKAT
SKBC,medium_airport,Las Flores Airport,CO,ELB,SKBC
SKBG,medium_airport,Palonegro Airport,CO,BGA,SKBG
SKBM,small_airport,Barranco Minas Airport,CO,NBB,SKBM
SKBO,large_airport,El Dorado International Airport,CO,BOG,SKBO
SKBQ,large_airport,Ernesto Cortissoz International Airport,CO,BAQ,SKBQ
SKBS,medium_airport,José Celestino Mutis Airport,CO,BSC,SKBS
SKBU,medium_airport,Gerardo Tobar López Airport,CO,BUN,SKBU
SKCA,small_airport,Capurganá Airport,CO,CPB,SKCA
SKCC,medium_airport,Camilo Daza International Airport,CO,CUC,SKCC
SKCD,small_airport,Mandinga Airport,CO,COG,SKCD
SKCG,large_airport,Rafael Nuñez International Airport,CO,CTG,SKCG
SKCI,small_airport,Carimagua Airport,CO,CCO,SKCI
SKCL,large_airport,Alfonso Bonilla Aragon International Airport,CO,CLO,SKCL
SKCM,small_airport,Cimitarra Airport,CO,CIM,SKCM
SKCN,small_airport,Cravo Norte Airport,CO,RAV,SKCN
SKCO,medium_airport,La Florida Airport,CO,TCO,SKCO
SKCP,small_airport,Cupica Airport,CO,BHF,SKCP
SKCR,small_airport,Carurú Airport,CO,CUO,SKCR
SKCU,medium_airport,Juan H White Airport,CO,CAQ,SKCU
SKCV,medium_airport,Coveñas Airport,CO,CVE,SKCV
SKCZ,medium_airport,Las Brujas Airport,CO,CZU,SKCZ
SKEB,medium_airport,El Bagre Airport,CO,EBG,SKEB
SKEH,small_airport,El Charco Airport,CO,ECR,SKEH
SKEJ,medium_airport,Yariguíes Airport,CO,EJA,SKEJ
SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,CO,FLA,SKFL
SKFU,small_airport,Fundación Airport,CO,FDA,
SKGA,small_airport,La Gaviota Airport,CO,LGT,SKGA
SKGI,medium_airport,Santiago Vila Airport,CO,GIR,SKGI
SKGO,medium_airport,Santa Ana Airport,CO,CRC,SKGO
SKGP,medium_airport,Guapi Airport,CO,GPI,SKGP
SKHA,small_airport,General Navas Pardo Airport,CO,CPL,SKHA
SKHC,small_airport,Hato Corozal Airport,CO,HTZ,SKHC
SKIB,medium_airport,Perales Airport,CO,IBE,SKIB
SKIG,small_airport,Jaime Ortiz Betancourt Airport,CO,IGO,SKIG
SKIM,small_airport,La Primavera Airport,CO,LPE,SKIM
SKIP,medium_airport,San Luis Airport,CO,IPI,SKIP
SKJU,small_airport,Juradó Airport,CO,JUO,SKJU
SKLC,medium_airport,Antonio Roldán Betancur Airport,CO,APO,SKLC
SKLG,small_airport,Caucaya Airport,CO,LQM,SKLG
SKLM,medium_airport,Jorge Isaac Airport,CO,MCJ,SKLM
SKLP,small_airport,La Pedrera Airport,CO,LPD,SKLP
SKLT,medium_airport,Alfredo Vásquez Cobo International Airport,CO,LET,SKLT
SKMB,small_airport,Timbiqui Airport,CO,TBD,SKMB
SKMD,medium_airport,Enrique Olaya Herrera Airport,CO,EOH,SKMD
SKMF,small_airport,Miraflores Airport,CO,MFS,SKMF
SKMG,medium_airport,Baracoa Airport,CO,MGN,SKMG
SKML,small_airport,Montelibano Airport,CO,MTB,SKML
SKMP,small_airport,San Bernardo Airport,CO,MMP,SKMP
SKMR,medium_airport,Los Garzones Airport,CO,MTR,SKMR
SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,CO,MVP,SKMU
SKMZ,medium_airport,La Nubia Airport,CO,MZL,SKMZ
SKNA,small_airport,La Macarena Airport,CO,LMC,SKNA
SKNC,small_airport,Necocli Airport,CO,NCI,SKNC
SKNQ,small_airport,Reyes Murillo Airport,CO,NQU,SKNQ
SKNV,medium_airport,Benito Salas Airport,CO,NVA,SKNV
SKOC,medium_airport,Aguas Claras Airport,CO,OCV,SKOC
SKOE,small_airport,Orocue Airport,CO,ORC,SKOE
SKOT,small_airport,Otu Airport,CO,OTU,SKOT
SKPA,small_airport,Juan Jose Rondon Airport,CO,RON,SKPA
SKPC,medium_airport,German Olano Airport,CO,PCR,SKPC
SKPD,medium_airport,Obando Cesar Gaviria Trujillo Airport,CO,PDA,SKPD
SKPE,medium_airport,Matecaña International Airport,CO,PEI,SKPE
SKPI,medium_airport,Pitalito Airport,CO,PTX,SKPI
SKPL,small_airport,Plato Airport,CO,PLT,SKPL
SKPN,small_airport,Puerto Nare Airport,CO,NAR,SKPN
SKPP,medium_airport,Guillermo León Valencia Airport,CO,PPN,SKPP
SKPQ,medium_airport,German Olano Air Base,CO,PAL,SKPQ
SKPR,small_airport,Puerto Berrio Airport,CO,PBE,SKPR
SKPS,medium_airport,Antonio Nariño Airport,CO,PSO,SKPS
SKPV,medium_airport,El Embrujo Airport,CO,PVA,SKPV
SKPZ,medium_airport,Paz de Ariporo Airport,CO,PZA,SKPZ
SKQU,medium_airport,Mariquita Airport,CO,MQU,SKQU
SKRA,small_airport,Tarapacá Airport,CO,TCD,SKRA
SKRG,large_airport,Jose Maria Córdova International Airport,CO,MDE,SKRG
SKRH,medium_airport,Almirante Padilla Airport,CO,RCH,SKRH
SKRU,small_airport,Las Cruces Airport,CO,SNT,SKRU
SKSA,small_airport,Los Colonizadores Airport,CO,RVE,SKSA
SKSJ,medium_airport,Jorge E. Gonzalez Torres Airport,CO,SJE,SKSJ
SKSL,small_airport,Santa Rosalia Airport,CO,SSL,SKSL
SKSM,medium_airport,Simón Bolívar International Airport,CO,SMR,SKSM
SKSO,small_airport,Alberto Lleras Camargo Airport,CO,SOX,SKSO
SKSP,large_airport,Gustavo Rojas Pinilla International Airport,CO,ADZ,SKSP
SKSR,small_airport,San Marcos Airport,CO,SRS,
SKSV,medium_airport,Eduardo Falla Solano Airport,CO,SVI,SKSV
SKTA,small_airport,Tauramena Airport,CO,TAU,SKTA
SKTB,small_airport,Tibú Airport,CO,TIB,SKTB
SKTD,small_airport,Trinidad Airport,CO,TDA,SKTD
SKTL,small_airport,Golfo de Morrosquillo Airport,CO,TLU,SKTL
SKTM,medium_airport,Gustavo Vargas Airport,CO,TME,SKTM
SKTQ,medium_airport,Captain Ernesto Esguerra Cubides Air Base,CO,TQS,SKTQ
SKTU,heliport,Gonzalo Mejía Airport,CO,TRB,SKTU
SKUB,small_airport,Uribe Airport,CO,URI,SKUB
SKUC,medium_airport,Santiago Perez Airport,CO,AUC,SKUC
SKUI,medium_airport,El Caraño Airport,CO,UIB,SKUI
SKUL,medium_airport,Heriberto Gíl Martínez Airport,CO,ULQ,SKUL
SKUR,small_airport,Urrao Airport,CO,URR,SKUR
SKVG,small_airport,Villa Garzón Airport,CO,VGZ,SKVG
SKVL,small_airport,Velásquez Airport,CO,PYA,SKVL
SKVP,medium_airport,Alfonso López Pumarejo Airport,CO,VUP,SKVP
SKVV,medium_airport,Vanguardia Airport,CO,VVC,SKVV
SKYA,small_airport,Yaguara Airport,CO,AYG,SKYA
SKYP,medium_airport,El Alcaravan - Yopal Airport,CO,EYP,SKYP
SLAG,small_airport,Monteagudo Airport,BO,MHW,SLAG
SLAL,large_airport,Alcantarí International Airport,BO,SRE,SLAL
SLAP,small_airport,Apolo Airport,BO,APB,SLAP
SLAS,small_airport,Ascención de Guarayos Airport,BO,ASC,SLAS
SLBJ,medium_airport,Bermejo Airport,BO,BJO,SLBJ
SLCA,small_airport,Camiri Airport,BO,CAM,SLCA
SLCB,large_airport,Jorge Wilsterman International Airport,BO,CBB,SLCB
SLCC,small_airport,Copacabana Airport,BO,,SLCC
SLCE,small_airport,Cabezas Airport,BO,,SLCE
SLCO,medium_airport,Capitán Aníbal Arab Airport,BO,CIJ,SLCO
SLCP,small_airport,Concepción Airport,BO,CEP,SLCP
SLET,medium_airport,El Trompillo Airport,BO,SRZ,SLET
SLGM,medium_airport,Guayaramerín Airport,BO,GYA,
SLGY,small_airport,Capitán de Av. Emilio Beltrán Airport,BO,,SLGY
SLHI,small_airport,Chimore Airport,BO,CCA,SLHI
SLHJ,small_airport,Huacaraje Airport,BO,BVK,SLHJ
SLJE,small_airport,San José De Chiquitos Airport,BO,SJS,SLJE
SLJO,small_airport,San Joaquín Airport,BO,SJB,SLJO
SLJV,small_airport,San Javier Airport,BO,SJV,SLJV
SLLP,large_airport,El Alto International Airport,BO,LPB,SLLP
SLMG,small_airport,Magdalena Airport,BO,MGD,SLMG
SLOR,large_airport,Juan Mendoza International Airport,BO,ORU,SLOR
SLPO,medium_airport,Capitan Nicolas Rojas Airport,BO,POI,SLPO
SLPR,small_airport,Puerto Rico Airport,BO,PUR,SLPR
SLPS,medium_airport,Capitán Av. Salvador Ogaya G. airport,BO,PSZ,SLPS
SLRA,small_airport,San Ramón Airport,BO,SRD,SLRA
SLRB,small_airport,Roboré Airport,BO,RBO,SLRB
SLRI,medium_airport,Capitán Av. Selin Zeitun Lopez Airport,BO,RIB,SLRI
SLRQ,small_airport,Rurrenabaque Airport,BO,RBQ,SLRQ
SLRY,small_airport,Reyes Airport,BO,REY,SLRY
SLSA,medium_airport,Santa Ana Del Yacuma Airport,BO,SBL,SLSA
SLSB,small_airport,Capitán Av. German Quiroga G. Airport,BO,SRJ,SLSB
SLSI,small_airport,Capitán Av. Juan Cochamanidis S. Airport,BO,SNG,SLSI
SLSM,small_airport,San Ignacio de Moxos Airport,BO,SNM,SLSM
SLSR,small_airport,Santa Rosa de Yacuma Airport,BO,SRB,SLSR
SLSU,medium_airport,Juana Azurduy de Padilla Air Force Base,BO,,SLSU
SLTI,small_airport,San Matías Airport,BO,MQK,SLTI
SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,BO,TJA,SLTJ
SLTL,small_airport,San Cristóbal Toldos Airport,BO,,SLTL
SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,BO,TDD,SLTR
SLUY,large_airport,Joya Andina International Airport,BO,UYU,SLUY
SLVG,small_airport,Capitán Av. Vidal Villagomez Toledo Airport,BO,VAH,SLVG
SLVM,medium_airport,Teniente Coronel Rafael Pabón Airport,BO,VLM,SLVM
SLVR,large_airport,Viru Viru International Airport,BO,VVI,SLVR
SLYA,medium_airport,Yacuiba Airport,BO,BYC,SLYA
SMBN,small_airport,Albina Airport,SR,ABN,SMBN
SMCA,small_airport,Cayana Airstrip,SR,AAJ,SMCA
SMCO,small_airport,Totness Airport,SR,TOT,SMCO
SMDA,small_airport,Drietabbetje Airport,SR,DRJ,SMDA
SMDO,small_airport,Ladouanie Airport,SR,LDO,SMDO
SMJP,large_airport,Johan Adolf Pengel International Airport,SR,PBM,SMJP
SMMO,small_airport,Moengo Airstrip,SR,MOJ,SMMO
SMNI,small_airport,Nieuw Nickerie - Major Henk Fernandes Airport,SR,ICK,SMNI
SMPA,small_airport,Vincent Fayks Airport,SR,OEM,SMPA
SMST,small_airport,Stoelmanseiland Airport,SR,SMZ,SMST
SMTP,small_airport,Tepoe Airstrip,SR,KCB,SMTP
SMWA,small_airport,Wageningen Airstrip,SR,AGI,SMWA
SMWS,small_airport,Washabo Airport,SR,WSO,SMWS
SMZO,small_airport,Zorg en Hoop Airport,SR,ORG,SMZO
SN6L,medium_airport,Dr. Luciano de Arruda Coelho Regional Airport,BR,JSO,
SNAB,small_airport,Araripina Airport,BR,JAW,
SNAI,small_airport,Fazenda Nossa Senhora das Graças Airport,BR,,SNAI
SNAL,small_airport,Arapiraca Airport,BR,APQ,SNAL
SNAR,small_airport,Cirilo Queiróz Airport,BR,AMJ,SNAR
SNAX,small_airport,Marcelo Pires Halzhausen Airport,BR,AIF,
SNBC,small_airport,Barra do Corda Airport,BR,BDC,SNBC
SNBL,small_airport,Fazenda Agropecuária Camargos Airstrip,BR,,SNBL
SNBR,small_airport,Dom Ricardo Weberberger Airport,BR,BRA,SNBR
SNBS,small_airport,Balsas Airport,BR,BSS,SNBS
SNBU,heliport,Fazenda Alegria Heliport,BR,,SNBU
SNBX,small_airport,Barra Airport,BR,BQQ,SNBX
SNCL,small_airport,Lorenzo Airport,BR,MXQ,
SNCP,medium_airport,Planalto Serrano Regional Airport,BR,EEA,SNCP
SNCX,small_airport,Colatina Airport,BR,QCH,
SNDC,small_airport,Redenção Airport,BR,RDC,SNDC
SNDN,heliport,Cemaden - CIGE Heliport,BR,,SNDN
SNDT,small_airport,Diamantina Airport,BR,DTI,SNDT
SNDV,small_airport,Brigadeiro Cabral Airport,BR,DIQ,SNDV
SNEB,small_airport,Nagib Demachki Airport,BR,JPE,
SNED,small_airport,Sócrates Rezende Airport,BR,CNV,SNED
SNEE,small_airport,Vacaria Airport,BR,VCC,
SNFX,small_airport,São Félix do Xingu Airport,BR,SXX,SNFX
SNGA,small_airport,Guarapari Airport,BR,GUZ,SNGA
SNGD,small_airport,Guadalupe Airport,BR,GDP,SNGD
SNGI,small_airport,Guanambi Airport,BR,GNM,SNGI
SNGM,small_airport,Fazenda Epemaju Airstrip,BR,,SNGM
SNGN,small_airport,Garanhuns Airport,BR,QGP,SNGN
SNHA,heliport,Comandante Endeel Gabriel Helipad,BR,,SNHA
SNHS,small_airport,Santa Magalhães Airport,BR,SET,SNHS
SNIC,small_airport,Irecê Airport,BR,IRE,SNIC
SNIG,small_airport,Iguatu Airport,BR,QIG,
SNIP,small_airport,Itapetinga Airport,BR,QIT,
SNIU,small_airport,Ipiaú Airport,BR,IPU,SNIU
SNJB,small_airport,Jacobina Airport,BR,JCM,SNJB
SNJD,small_airport,Fazenda Jardim,BR,,SNJD
SNJK,small_airport,Jequié Airport,BR,JEQ,SNJK
SNJM,small_airport,Aeroporto Elias Breder Airport,BR,JMA,
SNJN,small_airport,Januária Airport,BR,JNA,SNJN
SNJR,small_airport,Prefeito Octávio de Almeida Neves Airport,BR,JDR,SNJR
SNKE,small_airport,Fazenda São Francisco Airstrip,BR,,SNKE
SNKI,small_airport,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,BR,CDI,SNKI
SNKN,small_airport,Currais Novos Airport,BR,QCP,
SNLB,small_airport,Fazenda Magdalena Airstrip,BR,,SNLB
SNLN,medium_airport,Linhares Municipal Airport,BR,LHN,
SNLO,small_airport,São Lourenço Airport,BR,SSO,SNLO
SNMA,small_airport,Monte Alegre Airport,BR,MTE,SNMA
SNMU,small_airport,Mucuri Airport,BR,MVS,SNMU
SNMX,small_airport,São Mateus - Ernesto Bonomo Airport,BR,SBJ,SNMX
SNMZ,small_airport,Porto de Moz Airport,BR,PTQ,SNMZ
SNNU,small_airport,Nanuque Airport,BR,NNU,SNNU
SNOS,small_airport,José Figueiredo Municipal Airport,BR,PSW,
SNOU,small_airport,Feijó Airport,BR,FEJ,SNOU
SNOX,small_airport,Oriximiná Airport,BR,ORX,SNOX
SNPC,small_airport,Picos Airport,BR,PCS,SNPC
SNPD,small_airport,Patos de Minas Airport,BR,POJ,SNPD
SNPX,small_airport,Pirapora Airport,BR,PIV,SNPX
SNQ,small_airport,San Quintín Military Airstrip,MX,SNQ,
SNQG,small_airport,Cangapara Airport,BR,FLB,SNQG
SNQU,small_airport,Mucugê Airport,BR,CHD,
SNRD,small_airport,Prado Airport,BR,PDF,SNRD
SNRU,small_airport,Caruaru Airport,BR,CAU,SNRU
SNSM,small_airport,Salinópolis Airport,BR,OPP,
SNSW,small_airport,Soure Airport,BR,SFK,
SNTF,small_airport,9 de Maio - Teixeira de Freitas Airport,BR,TXF,SNTF
SNTI,small_airport,Óbidos Municipal Airport,BR,OBI,SNTI
SNTO,small_airport,Juscelino Kubitscheck Airport,BR,TFL,SNTO
SNTS,small_airport,Aeroporto Brigadeiro Firmino Ayres,BR,JPO,
SNUI,small_airport,Araçuaí Airport,BR,AIY,
SNVB,small_airport,Valença Airport,BR,VAL,SNVB
SNVS,small_airport,Breves Airport,BR,BVS,SNVS
SNWC,small_airport,Camocim - Pinto Martins Airport,BR,CMC,SNWC
SNWS,small_airport,Crateús Airport,BR,JCS,
SNYA,small_airport,Almeirim Airport,BR,GGF,SNYA
